video_id,author,text,published_at,like_count,clean_text,sentiment
mTIyBri1UVc,@TreasureGold7788,Congratulations to Stone Boy for wining the Artiste of the Year 2024. BHIM Nation to the world . Special thanks to Stone Boy and his team,2024-06-02T03:40:06Z,27,congratulations stone boy wining artiste year bhim nation world special thanks stone boy team,positive
mTIyBri1UVc,@RealOB02,Scam! Scam!! Scam!!!,2024-06-02T03:39:33Z,12,scam scam scam,negative
mTIyBri1UVc,@colorparrot3026,Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m 💥Bh!m,2024-06-02T03:36:13Z,12,bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm bhm,neutral
8-nQjzbhLfs,@davidiampguy1354,Vodafone commercials are top top😂,2021-10-21T23:59:42Z,0,vodafone commercials top top,positive
8-nQjzbhLfs,@lindaashong4320,Hausa lele only. Honesty intergrity diversity brilliant unicef,2021-05-26T18:13:23Z,0,hausa lele honesty intergrity diversity brilliant unicef,positive
8-nQjzbhLfs,@MrAdjei-se3sw,Vodafone and their adverts are always on point🔥🔥🔥..big ups👍,2021-03-18T06:19:59Z,0,vodafone adverts always pointbig ups,neutral
8-nQjzbhLfs,@drizztfbaby8371,eii this gal 😂😂😂😂 she turn actress,2021-03-17T07:24:23Z,0,eii gal turn actress,neutral
8-nQjzbhLfs,@fredopoku458,Hahaha aka the man for this now..,2021-03-15T12:13:15Z,0,hahaha aka man,positive
8-nQjzbhLfs,@thedominantone8488,Funny but true,2021-03-15T08:14:30Z,1,funny true,positive
8-nQjzbhLfs,@fredayetey7925,Haha 😂,2021-03-15T02:16:49Z,0,haha,positive
8-nQjzbhLfs,@m-asare8340,🤣🤣🤣🤣🤣,2021-03-15T01:09:40Z,0,,neutral
8-nQjzbhLfs,@maryafua8404,Keshe nkoaaa hahaha likeee all the way,2021-03-13T14:13:10Z,0,keshe nkoaaa hahaha likeee way,positive
8-nQjzbhLfs,@kanviktfinaswyne2169,Good for u Dr Lykeee ..... the sky is now your limit.... getting myself a Vodafone SIM card tomorrow because of u,2021-03-13T00:17:04Z,0,good u dr lykeee sky limit getting vodafone sim card tomorrow u,positive
8-nQjzbhLfs,@sogsog6321,🤩,2021-03-12T23:13:52Z,0,,neutral
8-nQjzbhLfs,@OBSaintGospel,Gods time is just the best.  Please if urs is not due.  Just be patient. In his own time He makes all things beautiful,2021-03-12T16:04:50Z,0,gods time best please urs due patient time makes things beautiful,positive
8-nQjzbhLfs,@healthprojecttv5008,Great act,2021-03-11T10:01:36Z,0,great act,positive
8-nQjzbhLfs,@nesteramankwah2547,Dr Likeee how's ur running stomach 🥴😂😂,2021-03-11T07:52:49Z,0,dr likeee hows ur running stomach,neutral
8-nQjzbhLfs,@chucksarlo531,no weapon mixture 😂,2021-03-11T02:43:53Z,1,weapon mixture,negative
8-nQjzbhLfs,@pranxxx,0:35 When medicine sellers in trotro calls for passengers attention.,2021-03-10T22:14:15Z,0,medicine sellers trotro calls passengers attention,neutral
8-nQjzbhLfs,@mappleleaf9218,Doctor is running away. Likee is about to fosh 😂😂😂,2021-03-10T13:35:05Z,0,doctor running away likee fosh,neutral
8-nQjzbhLfs,@huzaifclinton299,😆😆😂😂😂😂,2021-03-10T03:09:52Z,0,,neutral
8-nQjzbhLfs,@OhenebaSarkCess,🤠😆👍,2021-03-10T00:33:44Z,0,,neutral
8-nQjzbhLfs,@dashingmanuel,I laugh saa,2021-03-09T18:54:36Z,1,laugh saa,positive
8-nQjzbhLfs,@jesuschrist8947,No pride,2021-03-09T15:49:00Z,0,pride,positive
8-nQjzbhLfs,@jesuschrist8947,"I endorse u,bro.... keep it up",2021-03-09T15:48:43Z,0,endorse ubro keep,positive
8-nQjzbhLfs,@chrisadamsgh7819,Dr likeee you're genius. Big ups #vodafone,2021-03-09T10:21:58Z,0,dr likeee youre genius big ups vodafone,neutral
8-nQjzbhLfs,@Ernie_nyark,"Likee: aba 
Dr: 🏃‍♀️ 🏃‍♀️ 🏃‍♀️ 

Me: 🤣🤣🤣😂",2021-03-09T03:13:57Z,0,likee aba dr,neutral
8-nQjzbhLfs,@Koby_stan,Hw3,2021-03-09T00:49:57Z,0,hw,neutral
8-nQjzbhLfs,@luthorkinggjunior2043,Dr LIKEEEEEEEEEE!!,2021-03-08T22:37:31Z,0,dr likeeeeeeeeee,neutral
8-nQjzbhLfs,@kwakulegend6671,What an ad!!!!!!!😍😍😍😍😍,2021-03-08T22:34:14Z,0,ad,neutral
8-nQjzbhLfs,@SoloDunamis,😁😂😀😀😀😂😂😂😂😀😀,2021-03-08T21:46:05Z,0,,neutral
8-nQjzbhLfs,@radscydyd,No weapon mixture 😂😂,2021-03-08T19:52:34Z,1,weapon mixture,negative
8-nQjzbhLfs,@agbodjaluhjunior,Ei this is where Aka Ebenezer has gotten to. Lol,2021-03-08T13:46:38Z,2,ei aka ebenezer gotten lol,positive
8-nQjzbhLfs,@chasestiqz5635,)se aba😂😂😂😅😅,2021-03-08T13:03:53Z,0,se aba,neutral
8-nQjzbhLfs,@derrickdadson,Likeeee 😂😂😂😂,2021-03-08T12:56:39Z,0,likeeee,neutral
8-nQjzbhLfs,@jaemeldrick797,"Likeeeeee. we love you, keep the good works",2021-03-08T10:16:17Z,0,likeeeeee love keep good works,positive
8-nQjzbhLfs,@mohammedmuntaka2431,Well done bro. ..,2021-03-08T05:32:34Z,0,well done bro,positive
8-nQjzbhLfs,@Kwamiwitty,🤣🤣🤣🤣 Masa are you still saying someone funny pass lykee in Ghana currently?,2021-03-08T01:46:50Z,1,masa still saying someone funny pass lykee ghana currently,positive
8-nQjzbhLfs,@godayb1,Gods own Time,2021-03-07T17:43:27Z,0,gods time,neutral
8-nQjzbhLfs,@jaylerjackson,🤣🤣🤣,2021-03-07T07:35:42Z,0,,neutral
8-nQjzbhLfs,@XAUUSDGOLD404,I subscribed to voda because of dr likee,2021-03-07T00:31:15Z,0,subscribed voda dr likee,neutral
8-nQjzbhLfs,@itmiconsult2609,Herrrr this guy Paaa...,2021-03-06T07:59:48Z,0,herrrr guy paaa,neutral
8-nQjzbhLfs,@itmiconsult2609,Dr likes sees the Doctor.,2021-03-06T07:57:27Z,2,dr likes sees doctor,positive
8-nQjzbhLfs,@djmartin3315,😂😂😂😂😂😂,2021-03-06T07:45:49Z,0,,neutral
8-nQjzbhLfs,@tradewithdatguy,Try not to laugh on any screen or platform you see Dr Likeee and get your name erase from heaven's book,2021-03-06T05:31:09Z,0,try laugh screen platform see dr likeee get name erase heavens book,positive
8-nQjzbhLfs,@Israel13378,Only Dr Likee,2021-03-06T04:01:02Z,0,dr likee,neutral
8-nQjzbhLfs,@AmponsahKojo1,😂😂😂😂😂😂😂🔥,2021-03-05T21:17:26Z,1,,neutral
8-nQjzbhLfs,@kadoshnetworkchannel318,I pray he make good use of his time and save Alot because after 2021 ghanaians will jump on another comedian so he for make good use,2021-03-05T20:24:02Z,0,pray make good use time save alot ghanaians jump another comedian make good use,positive
8-nQjzbhLfs,@mastercrush5139,🤣🤣🤣🤣🤣🤣,2021-03-05T10:28:17Z,0,,neutral
8-nQjzbhLfs,@clementmosesbuadi7890,God do things in a way human beings don't understand. Big ups Likeee,2021-03-05T09:48:23Z,1,god things way human beings dont understand big ups likeee,positive
8-nQjzbhLfs,@bhillsfreshcott5692,Likeeeee🤣🤣🤣🤣🤣🤣,2021-03-05T06:11:11Z,0,likeeeee,neutral
8-nQjzbhLfs,@jaykudjo,Great but local herbs are good,2021-03-05T05:03:38Z,0,great local herbs good,positive
8-nQjzbhLfs,@honbko1768,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2021-03-04T09:09:53Z,0,,neutral
8-nQjzbhLfs,@constanceobeng5387,All these medicines 🤣,2021-03-04T01:28:21Z,2,medicines,neutral
8-nQjzbhLfs,@benedictofosumensah7496,God is in fact truly amazing. See how he has changed likeeees lyf,2021-03-04T01:24:54Z,3,god fact truly amazing see changed likeeees lyf,positive
8-nQjzbhLfs,@KAFFMANPRODUCTIONS,😂 😂 😂 😂 😂 😂 😂 😂,2021-03-04T01:07:16Z,0,,neutral
8-nQjzbhLfs,@princekayboat7319,Hahahahaha Kayshe bitters. Dr. Likee be doing the most 😂😂😂,2021-03-03T13:03:11Z,0,hahahahaha kayshe bitters dr likee,negative
8-nQjzbhLfs,@ericyeboah8977,🤣🤣🤣🤣🤣🤣🤣,2021-03-03T13:01:11Z,0,,neutral
8-nQjzbhLfs,@elvisbaryeh8753,😂😂😂😂..... aba,2021-03-03T01:01:13Z,0,aba,neutral
8-nQjzbhLfs,@richardbrown1208,Are we going to pretend we don't know the doctor is so beautiful lol,2021-03-03T00:29:22Z,28,going pretend dont know doctor beautiful lol,negative
8-nQjzbhLfs,@amenyaglogodwin2361,Likeeeeee,2021-03-02T13:45:23Z,0,likeeeeee,neutral
8-nQjzbhLfs,@acquahemmanuel939,Eeeiii likeee 😂😂😂😂,2021-03-01T17:33:06Z,0,eeeiii likeee,neutral
8-nQjzbhLfs,@danquahemmanuel6377,😂😂,2021-03-01T07:49:29Z,0,,neutral
8-nQjzbhLfs,@danquahemmanuel6377,😂😂😂😂😂😂😂😂😂,2021-03-01T07:48:52Z,0,,neutral
8-nQjzbhLfs,@ebenTF1,I've never watched an ad as many as this before and I smiled through out. God bless your work.,2021-02-28T08:54:33Z,14,ive never watched ad many smiled god bless work,positive
8-nQjzbhLfs,@flexyboneadansiakrokerri1639,Likee,2021-02-28T06:27:06Z,0,likee,neutral
8-nQjzbhLfs,@elinezagbuor207,Herh dr likee🤣🤣🤣,2021-02-27T16:21:14Z,0,herh dr likee,neutral
8-nQjzbhLfs,@wood_creates,"Ras nene is really good😂😂😂
No weapon mixture
By the way we got the information
Thanks a lot... Thank you vodafone we dey for you",2021-02-27T04:14:29Z,0,ras nene really good weapon mixture way got information thanks lot thank vodafone dey,positive
8-nQjzbhLfs,@theodulphquainoo6085,Keshey bitters 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 aka aka,2021-02-26T21:34:50Z,0,keshey bitters aka aka,negative
8-nQjzbhLfs,@greatman8485,Likeeeee,2021-02-26T20:17:36Z,0,likeeeee,neutral
8-nQjzbhLfs,@memphisosarforedeemer2693,Likee 🤣😂😂😂😂😂😂😂😂,2021-02-26T13:28:46Z,0,likee,neutral
8-nQjzbhLfs,@daboemmanuel1349,Ohh hooo Dr likeeeeeee 😂😂😂😂,2021-02-26T09:01:57Z,0,ohh hooo dr likeeeeeee,neutral
8-nQjzbhLfs,@bobsongh1448,Lol,2021-02-25T22:24:54Z,0,lol,positive
8-nQjzbhLfs,@pappywan2285,Look at his dry face🤣😂,2021-02-25T21:20:10Z,1,look dry face,neutral
8-nQjzbhLfs,@kobbyspage2430,Likee is taking over his fans let show guy guy😂😂😂🇿🇦🇬🇭❤,2021-02-25T04:57:20Z,1,likee taking fans let show guy guy,neutral
8-nQjzbhLfs,@singlesoulempire.4043,"Wed Feb 24,2021
22:32pm

I was here 🇬🇭",2021-02-24T22:51:58Z,0,wed feb pm,neutral
8-nQjzbhLfs,@lawrencevevo2045,If You’re Watching This In 2045 I Was Here,2021-02-24T22:03:39Z,4,youre watching,neutral
8-nQjzbhLfs,@viraltvgh351,"Ahahahahhaha
The best advert",2021-02-24T20:29:30Z,0,ahahahahhaha best advert,positive
8-nQjzbhLfs,@OrasKom,Shi Shi Shi lileeeee. Sour high man. Kumerican we rock,2021-02-24T18:50:17Z,0,shi shi shi lileeeee sour high man kumerican rock,neutral
8-nQjzbhLfs,@D_RanD,Likeeeeeeree...hahahahaha,2021-02-24T17:53:25Z,0,likeeeeeereehahahahaha,neutral
8-nQjzbhLfs,@deborahkumah1,Ha ha ha 🤣 this guy is funny,2021-02-24T11:30:24Z,0,ha ha ha guy funny,positive
8-nQjzbhLfs,@360joey8,I can't  stop watching 😂😂😂,2021-02-24T10:47:09Z,0,cant stop watching,positive
8-nQjzbhLfs,@ohemaawasty7,Keshey bitters 😂😂😂😂😂😂,2021-02-24T09:57:07Z,0,keshey bitters,negative
8-nQjzbhLfs,@zakariazionhalid3413,Dr Lykeeeee i feel u,2021-02-24T05:40:36Z,0,dr lykeeeee feel u,neutral
8-nQjzbhLfs,@andrewpotterson7941,"Hahahahahahahaha
Ma sr3 saaaa 
Likeeeee",2021-02-23T17:07:56Z,0,hahahahahahahaha sr saaaa likeeeee,neutral
8-nQjzbhLfs,@campvibes4673,I love likeee man 😂😂,2021-02-23T16:06:24Z,0,love likeee man,positive
8-nQjzbhLfs,@OwurakuThreeSixty,Dr.Likeeeee,2021-02-23T00:58:07Z,0,drlikeeeee,neutral
8-nQjzbhLfs,@markbadu9970,The guy is unstoppable now. Is his time,2021-02-22T11:13:15Z,0,guy unstoppable time,negative
8-nQjzbhLfs,@farisbill1463,😂😂😂😂😂😂Dr Likee do all,2021-02-22T09:42:47Z,0,dr likee,neutral
8-nQjzbhLfs,@paaq9944,"This guy hmmmmm, Talented. GOD BLESS YOU.",2021-02-22T09:40:11Z,2,guy hmmmmm talented god bless,positive
8-nQjzbhLfs,@lincolnoseibonsu9663,"Every person on earth is GREAT and WEALTHY, our only problem is we find it difficult to identify our talent. Sometimes we are intimidated and discouraged by the Fame of others. He Spent more than 15 years casting Armed Robbery roles without knowing he is the Anointed Comedian in Ghana.",2021-02-22T05:05:00Z,11,every person earth great wealthy problem find difficult identify talent sometimes intimidated discouraged fame others spent years casting armed robbery roles without knowing anointed comedian ghana,positive
8-nQjzbhLfs,@derykobby2928,Comment leader is back. He's moved from Neene to likee. That's why everybody likes him,2021-02-22T01:56:50Z,15,comment leader back hes moved neene likee thats everybody likes,positive
8-nQjzbhLfs,@eben4668,God bless ur hustle likee...was always waiting for this....more endorsement....🔥🔥🔥🔥❤❤❤❤,2021-02-21T18:38:10Z,5,god bless ur hustle likeewas always waiting thismore endorsement,positive
8-nQjzbhLfs,@estheronetv5743,More blessing Ras,2021-02-21T17:04:55Z,0,blessing ras,positive
8-nQjzbhLfs,@sammypopolampo2566,Eiii likee,2021-02-21T16:05:21Z,1,eiii likee,neutral
8-nQjzbhLfs,@alhajicyris1241,"Nice one from likee 
Alhaji Jibril Cyris",2021-02-21T11:08:10Z,0,nice one likee alhaji jibril cyris,positive
8-nQjzbhLfs,@dennisbaidoo142,Likeee never disappoint oo hahah 😅😅😅😅 watching live from Gomoa Abamkrom,2021-02-21T09:59:10Z,0,likeee never disappoint oo hahah watching live gomoa abamkrom,positive
8-nQjzbhLfs,@akudagodavid4575,Dr likeeeeeee,2021-02-21T07:44:18Z,0,dr likeeeeeee,neutral
8-nQjzbhLfs,@kwabenamensah243,Keyshe  bitters  Errrnwono . 🤣🤣,2021-02-21T02:08:29Z,0,keyshe bitters errrnwono,negative
8-nQjzbhLfs,@LilleHeartsNiceBrest,Akabenezer keshey kingkong 😂😂😂😂😂. This guy get good heart so he will go places. Likee am switching all business to my Vodafone number,2021-02-21T00:32:09Z,14,akabenezer keshey kingkong guy get good heart go places likee switching business vodafone number,positive
8-nQjzbhLfs,@emmanuelgyamfi6320,🤣🤣🤣🤣🤦🏿‍♂️,2021-02-21T00:30:22Z,0,,neutral
8-nQjzbhLfs,@appiahmceffah,Ohh woow ma guy is far gone Likeee hard work pays ampa!!🤝,2021-02-20T23:53:47Z,2,ohh woow guy far gone likeee hard work pays ampa,negative
8-nQjzbhLfs,@yahuzasalam1115,Keshe bitters 🤣🤣,2021-02-20T22:58:46Z,2,keshe bitters,negative
8-nQjzbhLfs,@pepejee6389,Is your time am happy for you,2021-02-20T22:21:47Z,0,time happy,positive
8-nQjzbhLfs,@dianaboakye209,Likee Will not kill me with laughter😂🤣,2021-02-20T22:17:33Z,0,likee kill laughter,negative
8-nQjzbhLfs,@ASK_PLAY4u,"Yess Yess Yess 🤣🤣🤣, ARKA...The love ❤️  is deep bro...keep soaring high...Dr. Likeee",2021-02-20T21:11:22Z,1,yess yess yess arkathe love deep brokeep soaring highdr likeee,positive
8-nQjzbhLfs,@mrdofficial466,Likeeeeeeee😂😂😂😂,2021-02-20T21:07:29Z,0,likeeeeeeee,neutral
8-nQjzbhLfs,@robertmoore7223,Acabenezer 🔥🔥🔥🔥,2021-02-20T20:22:07Z,0,acabenezer,neutral
8-nQjzbhLfs,@sylvesterarkhurst7784,Likeeeeeeeeeeeee🙌🏾,2021-02-20T20:00:56Z,1,likeeeeeeeeeeeee,neutral
8-nQjzbhLfs,@kofiarhen5668,"To me , Vodafone is the best network in Ghana in terms of everything. I mean everything, oh yesss!!!",2021-02-20T19:52:26Z,2,vodafone best network ghana terms everything mean everything oh yesss,positive
8-nQjzbhLfs,@championbowy39,Lekeee,2021-02-20T16:31:13Z,1,lekeee,neutral
8-nQjzbhLfs,@qudjoedefreshino6862,🤣🤣🤣🤣🤣.. Oh Likee.,2021-02-20T15:52:58Z,0,oh likee,neutral
8-nQjzbhLfs,@Deynie_Rich,Likeee be too much,2021-02-20T13:58:38Z,1,likeee much,neutral
8-nQjzbhLfs,@akatuankomah2005,NICE ONE TO KEEP IT UP DR LIKEEEEEEEE A.K.A SHI SHI SHI SHI SHI SHI SHI SHI SHI SHI SHI SHI SHI SHI SHI SHI SHI ☝️❤👍,2021-02-20T11:53:51Z,1,nice one keep dr likeeeeeeee aka shi shi shi shi shi shi shi shi shi shi shi shi shi shi shi shi shi,positive
8-nQjzbhLfs,@Switcha001,"Awww, really your hard work is now paying u , I’m proud to see u climbing higher. And I thank you for making my days too when I watch ur scripts . Likeeeee.  Likeeeee , boss I want your keshy bitters some Dr.",2021-02-20T08:46:24Z,1,really hard work paying u im proud see u climbing higher thank making days watch ur scripts likeeeee likeeeee boss want keshy bitters dr,positive
8-nQjzbhLfs,@bellaapp1052,Wow I am so happy to see Likee starring in this ad,2021-02-20T00:44:37Z,1,wow happy see likee starring ad,positive
8-nQjzbhLfs,@sarahboakye7691,Likee❤️... great information 👏,2021-02-19T23:26:10Z,3,likee great information,positive
8-nQjzbhLfs,@brightboamah,Google Google likeeee is the best actor of 2021,2021-02-19T19:47:48Z,5,google google likeeee best actor,positive
8-nQjzbhLfs,@danielnyamekesse9701,Likeeeeee...you do all 🤣🤣🤣,2021-02-19T19:30:27Z,4,likeeeeeeyou,neutral
8-nQjzbhLfs,@jacobphorson4587,Likeeee my man more doors will open infact you are a very good actor and l like you so nuch.,2021-02-19T19:23:47Z,4,likeeee man doors open infact good actor l like nuch,positive
8-nQjzbhLfs,@graciousone7817,Wow like God is with you he know the right time to answer your calls.,2021-02-19T18:48:36Z,52,wow like god know right time answer calls,positive
8-nQjzbhLfs,@sandraserwaahbonsu5123,Ohh am soo happy for you Likee. The sky is indeed your limit.,2021-02-19T18:14:41Z,10,ohh soo happy likee sky indeed limit,positive
8-nQjzbhLfs,@lesedihadman488,Great love from Germany to you Aka Ebenezer,2021-02-19T16:26:55Z,6,great love germany aka ebenezer,positive
8-nQjzbhLfs,@tdoware6127,Likeeeeeeeeeeeee,2021-02-19T15:32:05Z,3,likeeeeeeeeeeeee,neutral
8-nQjzbhLfs,@aikinsyeboah6396,Am very happy for our own Shee Shee,2021-02-19T13:47:40Z,2,happy shee shee,positive
8-nQjzbhLfs,@isaacgyamfifrimpong897,Hahahahhhaha,2021-02-19T13:34:56Z,3,hahahahhhaha,neutral
8-nQjzbhLfs,@kojobreadknife1861,"Acabenezer ✌️✌️✌️
Keshye bitters🤣🤣🤣🤣😂",2021-02-19T13:14:52Z,7,acabenezer keshye bitters,negative
8-nQjzbhLfs,@Maamekonadu91,"Wonderful,God’s work is in progress",2021-02-19T12:46:29Z,7,wonderfulgods work progress,positive
8-nQjzbhLfs,@linroyal86,Likeeeeeee,2021-02-19T12:23:54Z,6,likeeeeeee,neutral
8-nQjzbhLfs,@Philampah,Charlie this video eer 🔥🔥🔥🔥🔥,2021-02-19T11:09:26Z,8,charlie video eer,neutral
8-nQjzbhLfs,@davidsegen5472,God bless you like 😃😃🙌🏾 go high my brother. In Gods time He make all things beautiful. Enjoy your time and protect it for Sustainability Through persistent prayers.,2021-02-19T11:03:45Z,18,god bless like go high brother gods time make things beautiful enjoy time protect sustainability persistent prayers,positive
8-nQjzbhLfs,@nanatsibu3711,Awww like is the best   .doing advert.also 🥰💪🏾💪🏾👏🏽👏🏽,2021-02-19T10:42:03Z,13,awww like best advertalso,positive
8-nQjzbhLfs,@kofiabrante1732,Dr Likee Akabenzer wooow 😂😂😂 I’m so happy for you bro... aba ampa🤣🤣 I pray for more endorsements for you not only in Ghana but all around the world. You deserve it bro. 👏🏼👏🏼👏🏼 Laigon🤣🤣,2021-02-19T10:10:50Z,34,dr likee akabenzer wooow im happy bro aba ampa pray endorsements ghana around world deserve bro laigon,positive
8-nQjzbhLfs,@addothomas4234,Dr LIKEE IS ON A DIFFERENT LEVEL,2021-02-19T09:51:03Z,47,dr likee different level,neutral
8-nQjzbhLfs,@frimpongprosper9718,Likeeeeeeeeeeee,2021-02-19T09:19:16Z,5,likeeeeeeeeeeee,neutral
8-nQjzbhLfs,@joelreacts2248,"Hahahhaa Yei yei yei,  God has blessed likee. Happy for you",2021-02-19T09:04:59Z,24,hahahhaa yei yei yei god blessed likee happy,positive
8-nQjzbhLfs,@williessel967,Much proud Aka . More blessings,2021-02-19T08:58:33Z,15,much proud aka blessings,positive
8-nQjzbhLfs,@d3mzmedia,"Keshey bitters 🤣🤣🤣🤣🤣🤣🤣🤣
@Akabenezer",2021-02-19T08:56:06Z,10,keshey bitters akabenezer,negative
8-nQjzbhLfs,@francisafari4156,Likeeeeeeee👍👍👍👍😅😅😅,2021-02-19T08:24:51Z,10,likeeeeeeee,neutral
8-nQjzbhLfs,@ericdompreh8930,Am so happy for Akabenezer. God is good,2021-02-19T07:35:11Z,7,happy akabenezer god good,positive
8-nQjzbhLfs,@akuamoff7272,"Likeeeeeeeeeee aka Akabenazer aka Keyshe aka First Off Course aka Actuary. Aww my brother am so happy for you, this is your time and your season. I pray you get more endorsements because you deserve it🤣🤣🤣🤣🤣🤣",2021-02-19T07:33:06Z,58,likeeeeeeeeeee aka akabenazer aka keyshe aka first course aka actuary aww brother happy time season pray get endorsements deserve,positive
d--qNa3OGR4,@patriciasabaga281,Best network,2025-07-28T16:44:25Z,0,best network,positive
d--qNa3OGR4,@IvycherishMathias,Good job 👍,2025-07-28T15:00:46Z,0,good job,positive
d--qNa3OGR4,@richardsongyabaah1677,It's has very been helpful to my society,2025-07-21T16:27:06Z,0,helpful society,positive
d--qNa3OGR4,@Theplacetobe11,Keep up the good work,2025-07-21T16:21:22Z,0,keep good work,positive
d--qNa3OGR4,@rashidatuibrahim833,Good one,2025-07-15T17:17:51Z,0,good one,positive
d--qNa3OGR4,@richmondturkson7451,Keep it up...God bless the team,2025-06-12T12:42:33Z,0,keep upgod bless team,positive
d--qNa3OGR4,@DoreenBrobbey-sb7kj,Well done Voda❤,2025-06-06T16:42:04Z,0,well done voda,positive
d--qNa3OGR4,@otucharles2527,Ģreat initiative we need more of this,2025-06-05T16:52:44Z,0,reat initiative need,neutral
d--qNa3OGR4,@emmanuelrichardson,Laudable cooperate SoCal responsibility,2025-04-23T15:15:47Z,0,laudable cooperate socal responsibility,neutral
d--qNa3OGR4,@AbdulRaff-l7q,Good work Vodafone,2025-04-09T14:04:08Z,0,good work vodafone,positive
d--qNa3OGR4,@iddrissabdul-nasir3510,A good initiative,2025-04-09T09:29:54Z,0,good initiative,positive
d--qNa3OGR4,@StephenOpokukwaa,God bless you,2025-02-14T09:43:48Z,0,god bless,positive
d--qNa3OGR4,@agbalesedoefia7458,Very sad,2025-02-14T09:23:52Z,0,sad,negative
d--qNa3OGR4,@abtvonline5842,Welldone ❤,2025-02-12T17:56:14Z,0,welldone,neutral
d--qNa3OGR4,@RazakHuzaima,Awwww so sad,2025-02-12T17:53:15Z,0,sad,negative
d--qNa3OGR4,@MaudBorquaye,Very helpful,2025-02-12T17:44:51Z,0,helpful,positive
d--qNa3OGR4,@collinskofinyame2924,Thank TelecelGh!,2025-02-08T13:17:00Z,0,thank telecelgh,positive
d--qNa3OGR4,@OsmanWuntima,God be with you,2024-11-30T12:16:54Z,0,god,positive
d--qNa3OGR4,@NanaYawAsareJnr-q5o,Ohhh,2024-11-30T11:56:19Z,0,ohhh,neutral
d--qNa3OGR4,@emmanuelarthur8120,his story is such a sad one and also a great initiative by telecel,2024-11-30T11:54:01Z,0,story sad one also great initiative telecel,positive
d--qNa3OGR4,@messengerzion6759,Heroes of change,2024-11-30T11:48:39Z,0,heroes change,positive
d--qNa3OGR4,@prince-cc4ic,That's really good,2024-11-30T11:47:45Z,0,thats really good,positive
d--qNa3OGR4,@siraaronofficial,Good,2024-04-26T09:50:56Z,0,good,positive
d--qNa3OGR4,@gideongyan1878,Very educative program,2024-03-08T13:31:58Z,0,educative program,neutral
d--qNa3OGR4,@kyeremehaugustine9316,Keep it up . Vodafone GH,2024-02-15T12:38:21Z,0,keep vodafone gh,neutral
d--qNa3OGR4,@lampteymichael8970,Touching,2023-12-08T14:37:28Z,0,touching,neutral
d--qNa3OGR4,@Adimah-d8s,"Wow,beautiful",2023-12-08T14:29:59Z,0,wowbeautiful,neutral
d--qNa3OGR4,@shahadusorbaha-kw4ly,Nice work,2023-11-30T16:52:15Z,0,nice work,positive
d--qNa3OGR4,@nanaadwoakyei2179,❤,2023-11-10T20:32:44Z,0,,neutral
d--qNa3OGR4,@AduEmmanuelLartey,Good job,2023-10-18T15:37:56Z,0,good job,positive
d--qNa3OGR4,@shunamitekabenlahamoah1037,❤ good one,2023-10-10T17:20:21Z,0,good one,positive
d--qNa3OGR4,@YakubNuhuAhmed,Life 😮,2023-10-06T16:08:03Z,0,life,neutral
d--qNa3OGR4,@ernestboakye-l9v,Great foundation from Vodafone,2023-09-29T14:24:44Z,1,great foundation vodafone,positive
d--qNa3OGR4,@lawrenceaddae3462,Waow nice,2023-09-13T19:32:36Z,0,waow nice,positive
d--qNa3OGR4,@EmmanuelAduDamas-vq5ru,Vodafone is doing great job but than the need to extend it to my region .,2023-09-13T15:38:35Z,0,vodafone great job need extend region,positive
d--qNa3OGR4,@PLUSTWO-TV,Useless network u can't even update your internet,2022-09-23T21:55:54Z,1,useless network u cant even update internet,negative
d--qNa3OGR4,@youngmosez5370,You guys are doing amazing! I am extremely touched.,2021-03-21T15:40:56Z,1,guys amazing extremely touched,positive
ZNLe6NZZ9zA,@jemimalekettey8617,Lies we can't even talk to you when we have issues,2025-05-29T11:43:29Z,0,lies cant even talk issues,negative
ZNLe6NZZ9zA,@yvonneboaten8289,I hope someone in customer service is reading these comments that tell badly on your network. 😮,2025-04-08T08:29:37Z,0,hope someone customer service reading comments tell badly network,negative
ZNLe6NZZ9zA,@yvonneboaten8289,Our networks in this country are taking us for granted. We will soon boycott telcos and apply the old way of reaching people.,2025-04-08T08:28:57Z,0,networks country taking us granted soon boycott telcos apply old way reaching people,positive
